"","date","time","year","month","doy","dow","death","cvd","resp","temp","dptp","rhum","pm10","o3"
"1264",1990-06-17,1264,1990,6,168,"Sunday",105,50,10,25.8333333333333,71.375,72.625,38.6163539484,41.358300238
"1265",1990-06-18,1265,1990,6,169,"Monday",121,55,7,21.6666666666667,55.875,54.25,28.616518191,33.849058894
"1266",1990-06-19,1266,1990,6,170,"Tuesday",107,53,9,17.2222222222222,52.875,61.625,32.689321455,18.836510695
"1267",1990-06-20,1267,1990,6,171,"Wednesday",104,47,4,20.5555555555556,63.875,71.25,33.207769788,20.742034984
"1268",1990-06-21,1268,1990,6,172,"Thursday",105,44,4,22.2222222222222,62.75,73.125,42.7007181089,18.828379014
"1269",1990-06-22,1269,1990,6,173,"Friday",112,53,7,19.1666666666667,57.125,87.375,21.793848365,19.865640723
"1270",1990-06-23,1270,1990,6,174,"Saturday",118,54,10,18.3333333333333,54.875,69.25,29.760277107,18.58238271
"1271",1990-06-24,1271,1990,6,175,"Sunday",104,46,9,17.7777777777778,45.75,45,24.93731066,23.0207591581
"1272",1990-06-25,1272,1990,6,176,"Monday",112,47,3,20.8333333333333,58.5,58.125,38.340362408,23.8089638138
"1273",1990-06-26,1273,1990,6,177,"Tuesday",99,41,9,24.1666666666667,69.375,76.875,43.2443337278,30.1430441664
"1274",1990-06-27,1274,1990,6,178,"Wednesday",101,36,10,23.6111111111111,55.625,72.125,44.2443337278,30.4857499789
"1275",1990-06-28,1275,1990,6,179,"Thursday",119,42,18,22.5,68.125,74.25,49.398765417,29.0305962584
"1276",1990-06-29,1276,1990,6,180,"Friday",115,37,15,23.0555555555556,69.125,80.125,22.755376669,32.7040809275
"1277",1990-06-30,1277,1990,6,181,"Saturday",97,46,5,26.6666666666667,70.375,75.125,40.5164476587,35.058874999
"1278",1990-07-01,1278,1990,7,182,"Sunday",106,44,4,19.1666666666667,55.5,72.125,19.313964262,19.560698611
"1279",1990-07-02,1279,1990,7,183,"Monday",97,47,1,20.8333333333333,61.25,61.375,26.781249983,29.5043586445
"1280",1990-07-03,1280,1990,7,184,"Tuesday",120,57,9,25,71.75,63.25,52.745284775,45.969199703
"1281",1990-07-04,1281,1990,7,185,"Wednesday",106,40,6,30.2777777777778,73.375,62.125,58.769141238,51.466153267
"1282",1990-07-05,1282,1990,7,186,"Thursday",111,45,5,23.0555555555556,55.25,73.625,34.218379336,27.5591153494
"1283",1990-07-06,1283,1990,7,187,"Friday",97,33,8,17.2222222222222,50.125,65,8.992965058,19.865818579
"1284",1990-07-07,1284,1990,7,188,"Saturday",108,44,6,19.4444444444444,57.375,52.125,29.204946906,30.037727945
"1285",1990-07-08,1285,1990,7,189,"Sunday",106,42,6,28.6111111111111,70.625,56.25,50.956078586,44.5184631
"1286",1990-07-09,1286,1990,7,190,"Monday",107,39,11,27.2222222222222,64,62.5,39.629090278,36.35037221
"1287",1990-07-10,1287,1990,7,191,"Tuesday",102,42,8,21.3888888888889,61.625,83.75,33.66679369,23.5479899398
"1288",1990-07-11,1288,1990,7,192,"Wednesday",124,43,7,19.4444444444444,54.875,70.25,18.147240709,27.6522290804
"1289",1990-07-12,1289,1990,7,193,"Thursday",118,51,14,18.8888888888889,54.625,69,13.000075053,22.700220585
"1290",1990-07-13,1290,1990,7,194,"Friday",89,32,7,16.9444444444444,53.625,73.25,13.72226999,21.983501027
"1291",1990-07-14,1291,1990,7,195,"Saturday",98,48,6,16.6666666666667,58.75,92.25,25.671203061,16.01523701
"1292",1990-07-15,1292,1990,7,196,"Sunday",105,47,12,18.3333333333333,62.125,88.625,29.599959362,14.731048485
"1293",1990-07-16,1293,1990,7,197,"Monday",91,32,4,21.3888888888889,68.5,78.25,30.825776461,26.7605775658
"1294",1990-07-17,1294,1990,7,198,"Tuesday",104,46,8,25.5555555555556,63.75,62,41.547641001,41.654998567
"1295",1990-07-18,1295,1990,7,199,"Wednesday",104,54,4,25.8333333333333,67.625,87.25,44.5639883612,25.5815849918
"1296",1990-07-19,1296,1990,7,200,"Thursday",111,39,8,25.2777777777778,68,92.625,48.104873504,17.886605563
"1297",1990-07-20,1297,1990,7,201,"Friday",96,42,2,20,63.25,87.875,15.613675532,18.477783354
"1298",1990-07-21,1298,1990,7,202,"Saturday",106,48,6,20.8333333333333,57.875,69.125,24.616906742,23.6752041396
"1299",1990-07-22,1299,1990,7,203,"Sunday",97,40,3,20.2777777777778,61,77.5,13.03873316,28.9343976534
"1300",1990-07-23,1300,1990,7,204,"Monday",103,41,7,20.2777777777778,57.75,67.125,37.0968406741,19.579769432
"1301",1990-07-24,1301,1990,7,205,"Tuesday",108,52,6,20.8333333333333,61.5,69.125,38.3675341108,18.496792806
"1302",1990-07-25,1302,1990,7,206,"Wednesday",101,44,7,22.2222222222222,63,63.625,38.0441398115,25.4579160043
"1303",1990-07-26,1303,1990,7,207,"Thursday",96,36,10,24.1666666666667,62.5,59.75,47.190809533,32.1894227491
"1304",1990-07-27,1304,1990,7,208,"Friday",123,56,10,23.6111111111111,65.75,65.75,74.412126787,47.319170588
"1305",1990-07-28,1305,1990,7,209,"Saturday",125,56,8,26.1111111111111,70.5,71,86.196452893,50.013141552
"1306",1990-07-29,1306,1990,7,210,"Sunday",103,41,7,26.3888888888889,70.375,75.375,52.515813247,33.93668739
"1307",1990-07-30,1307,1990,7,211,"Monday",111,54,12,20.8333333333333,58.125,73.75,20.524844321,18.203359462
"1308",1990-07-31,1308,1990,7,212,"Tuesday",96,43,5,16.6666666666667,49.625,64,14.837442198,18.824455873
"1309",1990-08-01,1309,1990,8,213,"Wednesday",100,35,4,17.5,57.625,68.25,39.5024827091,23.6179572342
"1310",1990-08-02,1310,1990,8,214,"Thursday",110,48,5,20.5555555555556,57.375,56.5,38.3374115408,32.0834261249
"1311",1990-08-03,1311,1990,8,215,"Friday",111,53,6,24.1666666666667,69.375,78.5,63.668299816,38.606860646
"1312",1990-08-04,1312,1990,8,216,"Saturday",114,46,9,24.7222222222222,66,73,19.378684062,23.3531994403
"1313",1990-08-05,1313,1990,8,217,"Sunday",133,64,8,20.2777777777778,57.75,76.875,9.426578906,20.210930156
"1314",1990-08-06,1314,1990,8,218,"Monday",83,39,7,16.1111111111111,49.625,67.625,9.939887222,16.863309697
"1315",1990-08-07,1315,1990,8,219,"Tuesday",102,46,7,17.5,54.5,64.5,28.344034227,19.452161038
"1316",1990-08-08,1316,1990,8,220,"Wednesday",101,41,10,20.5555555555556,56,64.625,48.92928499,21.314047868
"1317",1990-08-09,1317,1990,8,221,"Thursday",100,41,10,20.5555555555556,56.5,60.875,51.52832802,27.9732545431
"1318",1990-08-10,1318,1990,8,222,"Friday",118,55,8,22.2222222222222,63.625,81.5,48.308970021,32.3642653086
"1319",1990-08-11,1319,1990,8,223,"Saturday",115,55,8,22.7777777777778,65.375,84,56.9978786,42.596858411
"1320",1990-08-12,1320,1990,8,224,"Sunday",119,42,14,20.2777777777778,64.25,92.875,32.365369473,25.6659339326
"1321",1990-08-13,1321,1990,8,225,"Monday",117,49,7,17.2222222222222,51.375,63.625,16.943590847,17.255697028
"1322",1990-08-14,1322,1990,8,226,"Tuesday",98,39,6,18.6111111111111,62.125,70.75,29.215554118,16.833685999
"1323",1990-08-15,1323,1990,8,227,"Wednesday",108,40,6,23.6111111111111,66.75,75,50.538430421,28.6341257904
"1324",1990-08-16,1324,1990,8,228,"Thursday",114,45,4,22.7777777777778,68.625,77,58.162539208,31.7461522725
"1325",1990-08-17,1325,1990,8,229,"Friday",96,39,7,22.2222222222222,71,94.625,36.9321349971,13.454590812
"1326",1990-08-18,1326,1990,8,230,"Saturday",117,59,5,26.9444444444444,75.25,74.25,28.184922382,34.97770036
"1327",1990-08-19,1327,1990,8,231,"Sunday",103,47,4,24.1666666666667,68.5,91.5,14.937080972,31.10817659
"1328",1990-08-20,1328,1990,8,232,"Monday",105,43,6,21.9444444444444,69.375,96.75,19.08040196,12.668566695
"1329",1990-08-21,1329,1990,8,233,"Tuesday",118,43,6,20,66.25,95.875,16.340842617,10.1134704
"1330",1990-08-22,1330,1990,8,234,"Wednesday",110,44,8,20.5555555555556,63.25,84.875,21.799941919,24.6080545181
"1331",1990-08-23,1331,1990,8,235,"Thursday",105,47,7,21.3888888888889,64.25,79.25,28.694710931,24.4957892284
"1332",1990-08-24,1332,1990,8,236,"Friday",105,42,10,23.8888888888889,67.125,71.75,25.591361611,25.6889506573
"1333",1990-08-25,1333,1990,8,237,"Saturday",122,52,12,24.7222222222222,69.75,76.75,51.013353721,29.5486138954
"1334",1990-08-26,1334,1990,8,238,"Sunday",110,43,7,25.8333333333333,73.25,76.25,82.294173987,43.025498288
"1335",1990-08-27,1335,1990,8,239,"Monday",101,39,12,28.0555555555556,75.875,74.125,88.016264384,36.088221077
"1336",1990-08-28,1336,1990,8,240,"Tuesday",125,45,9,28.0555555555556,70.5,76.875,53.736453165,33.369348894
"1337",1990-08-29,1337,1990,8,241,"Wednesday",93,37,11,24.1666666666667,57.875,61.25,27.719476358,29.4348340504
"1338",1990-08-30,1338,1990,8,242,"Thursday",114,45,9,20.5555555555556,53.875,57.125,25.775900024,35.373721502
"1339",1990-08-31,1339,1990,8,243,"Friday",111,57,11,21.1111111111111,60.75,58.875,47.697367248,45.091104062
"1340",1990-09-01,1340,1990,9,244,"Saturday",94,40,8,25.5555555555556,69.125,73,64.227391202,39.145578571
"1341",1990-09-02,1341,1990,9,245,"Sunday",116,51,14,22.7777777777778,61.25,73.75,33.489639766,23.7930927734
"1342",1990-09-03,1342,1990,9,246,"Monday",116,40,10,21.6666666666667,60.875,60.75,23.66992516,22.760333423
"1343",1990-09-04,1343,1990,9,247,"Tuesday",121,51,8,26.1111111111111,73.375,70.375,73.752731409,27.96160815
"1344",1990-09-05,1344,1990,9,248,"Wednesday",106,56,5,25,69.125,84.375,52.204463096,30.3521883168
"1345",1990-09-06,1345,1990,9,249,"Thursday",90,47,3,28.3333333333333,70.5,57.375,56.622653866,29.5601066308
"1346",1990-09-07,1346,1990,9,250,"Friday",103,52,5,22.2222222222222,63.25,81.125,13.602692391,28.1522057045
"1347",1990-09-08,1347,1990,9,251,"Saturday",127,56,15,22.2222222222222,64.625,78.125,37.4548026748,18.718281067
"1348",1990-09-09,1348,1990,9,252,"Sunday",105,43,6,22.7777777777778,65.75,79.625,43.0628462653,21.669225306
"1349",1990-09-10,1349,1990,9,253,"Monday",112,55,8,24.1666666666667,68.375,80.375,66.335364417,35.526565359
"1350",1990-09-11,1350,1990,9,254,"Tuesday",104,44,7,23.3333333333333,67.875,86.125,58.591641761,29.177440352
"1351",1990-09-12,1351,1990,9,255,"Wednesday",109,43,4,23.6111111111111,64.5,71.375,87.477400774,28.7785713173
"1352",1990-09-13,1352,1990,9,256,"Thursday",105,43,7,23.6111111111111,65.625,67.625,69.448318631,25.7710479812
"1353",1990-09-14,1353,1990,9,257,"Friday",123,48,7,18.6111111111111,54.625,73.5,35.5324852256,15.585290733
"1354",1990-09-15,1354,1990,9,258,"Saturday",105,44,7,17.2222222222222,54,68.375,23.402056007,14.807827892
"1355",1990-09-16,1355,1990,9,259,"Sunday",100,41,4,13.8888888888889,47.5,72.625,4.210360256,20.403652108
"1356",1990-09-17,1356,1990,9,260,"Monday",106,55,6,13.3333333333333,46.25,72.875,18.955486535,17.712547067
"1357",1990-09-18,1357,1990,9,261,"Tuesday",113,52,7,13.0555555555556,49.875,78.875,18.468660351,11.214037385
"1358",1990-09-19,1358,1990,9,262,"Wednesday",117,50,5,14.1666666666667,50.5,80.5,27.929838216,5.411514452
"1359",1990-09-20,1359,1990,9,263,"Thursday",121,46,8,15.2777777777778,50.75,62.875,33.745147283,16.687134716
"1360",1990-09-21,1360,1990,9,264,"Friday",129,54,6,16.6666666666667,46.625,63.875,28.540731885,9.545148359
"1361",1990-09-22,1361,1990,9,265,"Saturday",113,59,3,13.6111111111111,42.25,69.75,19.500522304,8.695401991
"1362",1990-09-23,1362,1990,9,266,"Sunday",97,38,3,10.2777777777778,35.25,60.875,17.56299551,15.162395635
"1363",1990-09-24,1363,1990,9,267,"Monday",103,40,10,11.9444444444444,38.5,43.875,26.8665284,15.601590115
"1364",1990-09-25,1364,1990,9,268,"Tuesday",120,51,3,19.4444444444444,51.75,54.625,42.0031628581,20.046409863
"1365",1990-09-26,1365,1990,9,269,"Wednesday",128,55,4,19.7222222222222,52.625,69.875,44.5606757651,14.519318772
"1366",1990-09-27,1366,1990,9,270,"Thursday",108,57,10,18.6111111111111,51.75,53.375,45.618363015,19.397863884
"1367",1990-09-28,1367,1990,9,271,"Friday",127,53,10,16.1111111111111,54.125,84.75,38.6307297089,18.12558345
"1368",1990-09-29,1368,1990,9,272,"Saturday",112,48,5,14.7222222222222,51.125,83.75,12.688137216,16.08025248
"1369",1990-09-30,1369,1990,9,273,"Sunday",108,45,8,11.3888888888889,40.25,69.5,14.722551353,12.243645927
"1370",1990-10-01,1370,1990,10,274,"Monday",110,51,10,13.8888888888889,38.25,57,43.7280461255,9.716713264
"1371",1990-10-02,1371,1990,10,275,"Tuesday",104,43,10,13.6111111111111,41.125,40.625,44.9605370247,16.167148382
"1372",1990-10-03,1372,1990,10,276,"Wednesday",122,61,10,19.4444444444444,58.125,89.375,28.653490935,21.958005977
"1373",1990-10-04,1373,1990,10,277,"Thursday",119,60,6,14.1666666666667,40.5,50.375,29.709929827,10.890025306
"1374",1990-10-05,1374,1990,10,278,"Friday",117,43,8,20.2777777777778,55,48.5,29.292445943,24.9138863229
"1375",1990-10-06,1375,1990,10,279,"Saturday",107,45,6,23.8888888888889,56.375,53,41.8198165297,35.472948702
"1376",1990-10-07,1376,1990,10,280,"Sunday",92,39,7,12.7777777777778,48.5,88.375,5.828897201,20.768827151
"1377",1990-10-08,1377,1990,10,281,"Monday",115,59,7,10.2777777777778,46.75,92.625,5.443303941,13.638638769
"1378",1990-10-09,1378,1990,10,282,"Tuesday",114,45,10,8.33333333333333,43.5,90,NA,20.541260638
"1379",1990-10-10,1379,1990,10,283,"Wednesday",109,41,10,5.27777777777778,35.25,90.5,10.927509036,11.989002239
"1380",1990-10-11,1380,1990,10,284,"Thursday",113,48,12,8.05555555555556,35.875,67.25,46.920674761,9.554113382
"1381",1990-10-12,1381,1990,10,285,"Friday",134,60,9,9.16666666666667,42.125,73,67.680879472,9.804478758
"1382",1990-10-13,1382,1990,10,286,"Saturday",106,50,5,11.1111111111111,45.375,68.75,50.796602132,15.743528311
"1383",1990-10-14,1383,1990,10,287,"Sunday",132,46,7,11.9444444444444,48.5,91.25,23.204026212,19.176886975
"1384",1990-10-15,1384,1990,10,288,"Monday",122,50,8,10.5555555555556,40.625,68.5,30.853515715,5.31302494
"1385",1990-10-16,1385,1990,10,289,"Tuesday",116,46,3,13.3333333333333,52.25,66.5,28.6603651,13.98369698
"1386",1990-10-17,1386,1990,10,290,"Wednesday",121,47,8,18.3333333333333,55.375,78.5,45.454030767,35.632176032
"1387",1990-10-18,1387,1990,10,291,"Thursday",119,68,9,6.11111111111111,28.875,67.625,12.86537063,13.2872298
"1388",1990-10-19,1388,1990,10,292,"Friday",118,53,11,4.72222222222222,32.875,61.75,21.441155836,8.321684308
"1389",1990-10-20,1389,1990,10,293,"Saturday",133,53,11,12.5,36,41.875,24.876591905,14.486998456
"1390",1990-10-21,1390,1990,10,294,"Sunday",103,44,8,9.44444444444444,37,74.5,25.463731745,15.302008792
"1391",1990-10-22,1391,1990,10,295,"Monday",107,48,4,6.38888888888889,33.875,73.125,44.5166369411,8.957146541
"1392",1990-10-23,1392,1990,10,296,"Tuesday",122,51,10,8.05555555555556,37.625,64.375,49.401438951,6.625532374
"1393",1990-10-24,1393,1990,10,297,"Wednesday",112,46,15,8.05555555555556,33.5,66.375,37.3625327536,9.436797716
"1394",1990-10-25,1394,1990,10,298,"Thursday",101,43,4,4.44444444444444,31.75,75,22.484028996,11.101292509
"1395",1990-10-26,1395,1990,10,299,"Friday",110,50,9,5,31.125,53.125,44.1914469938,6.453601431
"1396",1990-10-27,1396,1990,10,300,"Saturday",122,51,10,11.3888888888889,33,57.625,51.546182818,14.025080031
"1397",1990-10-28,1397,1990,10,301,"Sunday",114,49,13,5,28.625,67.75,19.527579932,12.501276401
"1398",1990-10-29,1398,1990,10,302,"Monday",108,42,8,7.5,30.625,40.25,30.054835286,8.667555476
"1399",1990-10-30,1399,1990,10,303,"Tuesday",138,59,15,15.5555555555556,48.875,79.25,56.850963791,17.140804519
"1400",1990-10-31,1400,1990,10,304,"Wednesday",123,52,5,14.4444444444444,49.625,83.25,64.143361203,10.666262938
"1401",1990-11-01,1401,1990,11,305,"Thursday",104,52,9,15.5555555555556,44.125,45.875,57.520517203,22.505426912
"1402",1990-11-02,1402,1990,11,306,"Friday",121,52,11,18.6111111111111,52.375,63.375,50.268339386,29.5984752235
"1403",1990-11-03,1403,1990,11,307,"Saturday",116,50,13,15.2777777777778,51.125,81.125,46.579810287,24.4903798653
"1404",1990-11-04,1404,1990,11,308,"Sunday",109,38,7,5.55555555555556,38.5,89.75,5.30904576,24.3830491281
"1405",1990-11-05,1405,1990,11,309,"Monday",113,53,9,4.16666666666667,32.625,83.875,9.510722276,18.321244952
"1406",1990-11-06,1406,1990,11,310,"Tuesday",109,59,6,2.5,35,88.25,24.757649595,8.796352933
"1407",1990-11-07,1407,1990,11,311,"Wednesday",131,58,12,1.11111111111111,20.375,66.125,24.513654329,10.577670816
"1408",1990-11-08,1408,1990,11,312,"Thursday",128,58,17,-0.277777777777778,27,63.5,34.506472552,8.652391949
"1409",1990-11-09,1409,1990,11,313,"Friday",119,56,8,2.77777777777778,33,88.625,29.768855511,6.494533855
"1410",1990-11-10,1410,1990,11,314,"Saturday",96,41,8,4.72222222222222,22,54.375,27.940012567,11.985191057
"1411",1990-11-11,1411,1990,11,315,"Sunday",108,55,8,3.05555555555556,28.875,66,22.8266475,10.6183541
"1412",1990-11-12,1412,1990,11,316,"Monday",126,60,7,3.33333333333333,17.125,46.625,NA,14.630292391
"1413",1990-11-13,1413,1990,11,317,"Tuesday",115,42,11,3.33333333333333,29.875,71.125,41.6971236449,13.931933164
"1414",1990-11-14,1414,1990,11,318,"Wednesday",122,55,12,10.5555555555556,38.5,50,41.3321311921,11.269389625
"1415",1990-11-15,1415,1990,11,319,"Thursday",128,55,5,16.1111111111111,49.5,62.5,45.589806993,26.0455388074
"1416",1990-11-16,1416,1990,11,320,"Friday",99,38,8,8.61111111111111,32,62.625,38.6451869906,19.037109035
"1417",1990-11-17,1417,1990,11,321,"Saturday",114,44,13,5.55555555555556,29.625,62.625,22.563814277,15.807997096
"1418",1990-11-18,1418,1990,11,322,"Sunday",107,45,5,7.5,33.125,56.375,31.618846509,13.811144452
"1419",1990-11-19,1419,1990,11,323,"Monday",122,61,7,6.66666666666667,38.5,86,56.379408109,6.672163531
"1420",1990-11-20,1420,1990,11,324,"Tuesday",125,57,13,6.94444444444444,42.25,62.25,48.440877037,9.122126099
"1421",1990-11-21,1421,1990,11,325,"Wednesday",136,56,11,15.2777777777778,53.25,72.75,37.490594861,16.315863892
"1422",1990-11-22,1422,1990,11,326,"Thursday",109,40,9,6.38888888888889,32.25,62,27.774666824,12.931614031
"1423",1990-11-23,1423,1990,11,327,"Friday",102,36,10,5.55555555555556,17.375,41.625,20.397511973,19.37664382
"1424",1990-11-24,1424,1990,11,328,"Saturday",105,40,7,5.55555555555556,30,46.875,NA,9.019554087
"1425",1990-11-25,1425,1990,11,329,"Sunday",126,62,8,6.94444444444444,28.625,62.75,24.73280042,17.835544866
"1426",1990-11-26,1426,1990,11,330,"Monday",114,45,10,11.6666666666667,58.5,86.25,NA,11.352818861
"1427",1990-11-27,1427,1990,11,331,"Tuesday",122,54,14,16.1111111111111,57.625,94.375,14.500342317,12.221083036
"1428",1990-11-28,1428,1990,11,332,"Wednesday",111,57,5,4.16666666666667,22.125,71,15.301882423,14.562738785
"1429",1990-11-29,1429,1990,11,333,"Thursday",115,56,5,-0.277777777777778,23.625,73.875,23.722897369,8.453384718
"1430",1990-11-30,1430,1990,11,334,"Friday",108,51,7,5,29.875,59.625,21.969798469,13.674045856
"1431",1990-12-01,1431,1990,12,335,"Saturday",89,33,9,4.72222222222222,28.125,67.375,16.971782722,13.4954787
"1432",1990-12-02,1432,1990,12,336,"Sunday",110,56,6,0.555555555555556,24.625,61.75,12.439180532,25.3893918638
"1433",1990-12-03,1433,1990,12,337,"Monday",108,55,8,0.555555555555556,25.75,86.875,22.800560969,16.853356846
"1434",1990-12-04,1434,1990,12,338,"Tuesday",121,49,8,-5.55555555555556,13.25,74.75,24.90518123,20.638188623
"1435",1990-12-05,1435,1990,12,339,"Wednesday",112,50,5,-1.94444444444444,29.375,72,25.914800805,10.47585983
"1436",1990-12-06,1436,1990,12,340,"Thursday",104,49,6,-1.38888888888889,16.125,68,31.3773457,11.028463653
"1437",1990-12-07,1437,1990,12,341,"Friday",121,51,11,-0.555555555555556,27.75,72.375,25.535119471,9.0097788
"1438",1990-12-08,1438,1990,12,342,"Saturday",128,52,10,2.77777777777778,29.125,82.125,33.455943044,7.180918258
"1439",1990-12-09,1439,1990,12,343,"Sunday",132,49,10,6.11111111111111,31,62.25,23.967641004,10.879592357
"1440",1990-12-10,1440,1990,12,344,"Monday",116,51,13,4.16666666666667,29.75,69.25,25.456503898,17.735606563
"1441",1990-12-11,1441,1990,12,345,"Tuesday",123,60,10,6.66666666666667,40.375,73.5,31.905152116,10.901637085
"1442",1990-12-12,1442,1990,12,346,"Wednesday",120,51,8,7.5,35.875,85.375,36.0119843436,15.576230813
"1443",1990-12-13,1443,1990,12,347,"Thursday",98,42,6,-0.833333333333333,18.25,68.5,14.166592598,21.440810274
"1444",1990-12-14,1444,1990,12,348,"Friday",127,55,9,-0.833333333333333,26.375,72.25,20.563195946,14.051472767
"1445",1990-12-15,1445,1990,12,349,"Saturday",111,55,6,4.16666666666667,32,85.375,16.114702354,6.843720964
"1446",1990-12-16,1446,1990,12,350,"Sunday",122,65,5,1.38888888888889,28.875,79.375,23.5492576,12.770688569
"1447",1990-12-17,1447,1990,12,351,"Monday",131,58,5,2.5,36.25,92,19.06401248,6.256389001
"1448",1990-12-18,1448,1990,12,352,"Tuesday",112,54,10,1.11111111111111,27,80.5,25.657320321,5.652336335
"1449",1990-12-19,1449,1990,12,353,"Wednesday",112,48,9,-0.555555555555556,27,81.625,26.667262535,6.047791997
"1450",1990-12-20,1450,1990,12,354,"Thursday",111,48,11,4.44444444444444,42.25,90,26.116245405,6.746256718
"1451",1990-12-21,1451,1990,12,355,"Friday",110,51,8,3.33333333333333,38.625,96.375,24.207528459,6.139852026
"1452",1990-12-22,1452,1990,12,356,"Saturday",132,54,9,-8.33333333333333,0.75,76.125,23.436081326,12.105014381
"1453",1990-12-23,1453,1990,12,357,"Sunday",120,65,6,-13.8888888888889,-3.75,61.25,34.7881846685,20.550445653
"1454",1990-12-24,1454,1990,12,358,"Monday",133,63,10,-13.3333333333333,7.75,76.875,NA,19.897302456
"1455",1990-12-25,1455,1990,12,359,"Tuesday",128,48,14,-9.72222222222222,-7.875,48.375,16.952492288,19.321845694
"1456",1990-12-26,1456,1990,12,360,"Wednesday",124,55,9,-15.8333333333333,-6.5,48,NA,11.300449056
"1457",1990-12-27,1457,1990,12,361,"Thursday",119,52,6,-8.05555555555556,16.75,81.5,17.122014294,13.085853185
"1458",1990-12-28,1458,1990,12,362,"Friday",135,57,11,-0.555555555555556,30.875,86.125,26.986333383,7.485405778
"1459",1990-12-29,1459,1990,12,363,"Saturday",118,56,15,0.833333333333333,30,91.25,6.814387485,4.80664998
"1460",1990-12-30,1460,1990,12,364,"Sunday",149,70,15,-9.44444444444444,2.625,75.75,NA,13.377167548
"1461",1990-12-31,1461,1990,12,365,"Monday",119,56,10,-13.3333333333333,5,73,23.996629992,13.236399949
"1462",1991-01-01,1462,1991,1,1,"Tuesday",138,56,12,-6.38888888888889,19,85.5,NA,14.167956935
"1463",1991-01-02,1463,1991,1,2,"Wednesday",113,52,7,-8.88888888888889,6.625,78.125,NA,13.607095201
"1464",1991-01-03,1464,1991,1,3,"Thursday",129,62,9,-14.1666666666667,0.5,60.875,NA,9.579581371
"1465",1991-01-04,1465,1991,1,4,"Friday",133,62,7,-10,11.5,67,32.234316084,10.326015685
"1466",1991-01-05,1466,1991,1,5,"Saturday",143,65,18,-3.61111111111111,21.625,82.375,NA,7.732996327
"1467",1991-01-06,1467,1991,1,6,"Sunday",113,58,6,-6.38888888888889,13.625,73.75,24.193573256,14.242037704
"1468",1991-01-07,1468,1991,1,7,"Monday",111,52,4,-5.83333333333333,17.5,70.875,NA,28.1136129244
"1469",1991-01-08,1469,1991,1,8,"Tuesday",141,72,12,-3.61111111111111,27.375,92.625,22.552665131,8.240155979
"1470",1991-01-09,1470,1991,1,9,"Wednesday",114,46,9,-4.44444444444444,18,78.375,35.8634522317,6.60389637
"1471",1991-01-10,1471,1991,1,10,"Thursday",126,57,12,-5.55555555555556,26.125,87.375,29.554502304,11.270762448
"1472",1991-01-11,1472,1991,1,11,"Friday",120,60,9,-1.38888888888889,26.625,92.25,22.742541953,10.615499925
"1473",1991-01-12,1473,1991,1,12,"Saturday",110,58,7,-3.61111111111111,22,87.25,19.574869082,8.622062234
"1474",1991-01-13,1474,1991,1,13,"Sunday",98,46,7,-4.16666666666667,26.875,88.25,31.683697869,16.122915949
"1475",1991-01-14,1475,1991,1,14,"Monday",109,49,8,-0.277777777777778,27.125,92.625,38.3592767,12.64549659
"1476",1991-01-15,1476,1991,1,15,"Tuesday",135,61,9,-0.833333333333333,31.625,84.875,44.554630999,6.23016093
"1477",1991-01-16,1477,1991,1,16,"Wednesday",133,62,15,-0.555555555555556,25.75,86.375,25.540685377,11.939605916
"1478",1991-01-17,1478,1991,1,17,"Thursday",117,56,7,-3.33333333333333,18.75,72,32.768781523,15.255479777
"1479",1991-01-18,1479,1991,1,18,"Friday",132,64,8,-5.83333333333333,24,86.875,30.88857533,14.78920506
"1480",1991-01-19,1480,1991,1,19,"Saturday",127,62,11,2.5,29.625,72.5,17.698050326,19.78999479
"1481",1991-01-20,1481,1991,1,20,"Sunday",122,58,9,-3.05555555555556,18.625,88.25,18.711865267,20.529161901
"1482",1991-01-21,1482,1991,1,21,"Monday",132,63,14,-11.9444444444444,-1.5,64.875,25.615269612,19.37022999
"1483",1991-01-22,1483,1991,1,22,"Tuesday",131,60,8,-11.6666666666667,12,71.875,43.8573401793,6.227651831
"1484",1991-01-23,1484,1991,1,23,"Wednesday",123,54,12,-5.83333333333333,5.75,66.375,32.587167789,15.079730417
"1485",1991-01-24,1485,1991,1,24,"Thursday",122,49,17,-12.7777777777778,-5.75,57.125,32.088223338,12.225113287
"1486",1991-01-25,1486,1991,1,25,"Friday",137,67,10,-13.6111111111111,-2.375,54.5,53.756425148,9.754610723
"1487",1991-01-26,1487,1991,1,26,"Saturday",135,53,13,-9.16666666666667,9.25,70.75,35.0171870018,16.181914645
"1488",1991-01-27,1488,1991,1,27,"Sunday",131,61,15,-5.55555555555556,17,77.25,23.607399254,17.984116171
"1489",1991-01-28,1489,1991,1,28,"Monday",146,72,11,-3.61111111111111,19.75,69.625,47.770580349,13.462367555
"1490",1991-01-29,1490,1991,1,29,"Tuesday",118,47,9,-7.22222222222222,12.625,83.375,10.677233635,24.2501163064
"1491",1991-01-30,1491,1991,1,30,"Wednesday",131,53,8,-9.44444444444444,6.625,67,39.9887228705,17.061253825
"1492",1991-01-31,1492,1991,1,31,"Thursday",135,57,12,-8.33333333333333,8.875,62.25,38.5919997404,19.775568
"1493",1991-02-01,1493,1991,2,32,"Friday",144,69,10,-1.66666666666667,27.5,71,45.665782734,14.350502362
